title,authors,conference,year
HD-IOV: SW-HW Co-designed I/O Virtualization with Scalability and Flexibility for Hyper-Density Cloud.,Zongpu Zhang; Jiangtao Chen; Banghao Ying; Yahui Cao; Lingyu Liu; Jian Li 0021; Xin Zeng; Junyuan Wang; Weigang Li 0002; Haibing Guan,EuroSys,2024
HAP: SPMD DNN Training on Heterogeneous GPU Clusters with Automated Program Synthesis.,Shiwei Zhang 0002; Lansong Diao; Chuan Wu 0001; Zongyan Cao; Siyu Wang; Wei Lin 0016,EuroSys,2024
Improving GPU Energy Efficiency through an Application-transparent Frequency Scaling Policy with Performance Assurance.,Yijia Zhang; Qiang Wang; Zhe Lin; Pengxiang Xu; Bingqiang Wang,EuroSys,2024
Effective Bug Detection with Unused Definitions.,Li Zhong; Chengcheng Xiang; Haochen Huang; Bingyu Shen 0002; Eric Mugnier; Yuanyuan Zhou 0001,EuroSys,2024
Save the Bruised Striver: A Reliable Live Patching Framework for Protecting Real-World PLCs.,Ming Zhou; Haining Wang 0001; Ke Li 0042; Hongsong Zhu; Limin Sun 0001,EuroSys,2024
SmartNIC Security Isolation in the Cloud with S-NIC.,Yang Zhou 0008; Mark Wilkening; James Mickens; Minlan Yu,EuroSys,2024
CSAL: the Next-Gen Local Disks for the Cloud.,Yanbo Zhou; Erci Xu; Li Zhang; Kapil Karkra; Mariusz Barczak; Wayne Gao; Wojciech Malikowski; Mateusz Kozlowski; Lukasz Lasek; Ruiming Lu; Feng Yang; Lilong Huang; Xiaolu Zhang; Keqiang Niu; Jiaji Zhu; Jiesheng Wu,EuroSys,2024
Exploring the Asynchrony of Slow Memory Filesystem with EasyIO.,Bohong Zhu; Youmin Chen; Jiwu Shu,EuroSys,2024
"Proceedings of the Nineteenth European Conference on Computer Systems, EuroSys 2024, Athens, Greece, April 22-25, 2024",,EuroSys,2024
Hermes: Enhancing Layer-7 Cloud Load Balancers with Userspace-Directed I/O Event Notification.,Tian Pan 0001; Enge Song; Yueshang Zuo; Shaokai Zhang; Yang Song 0031; Jiangu Zhao; Wengang Hou; Jianyuan Lu; Xiaoqing Sun; Shize Zhang; Ye Yang; Jiao Zhang 0002; Tao Huang 0005; Biao Lyu; Xing Li 0007; Rong Wen; Zhigang Zong; Shunmin Zhu,SIGCOMM,2025
"New Evolution of Hoyan: Enhancing Scalability, Usability, and Accuracy for Alibaba&apos;s Global WAN Verification.",Yifei Yuan 0001; Fangdan Ye; Yifan Li; Jingkai Zhang; Mengqi Liu 0001; Yuyang Sang; Ruizhen Yang; Duncheng She; Zhiqing Ye; Tianchen Guo; Xiaobo Zhu; Xinji Tang; Li Jia; Zhongyu Guan; Lingpeng Su; Ci Wang; Ruiyang Feng; Shuo Wu; Zhonghui Xie; Cheng Jin; Peng Zhang; Qing Ma; Xianlong Zeng; Dennis Cai; Ennan Zhai,SIGCOMM,2025
Astral: A Datacenter Infrastructure for Large Language Model Training at Scale.,Qingkai Meng 0001; Hao Zheng; Zhenhui Zhang; ChonLam Lao; Chengyuan Huang; Baojia Li; Ziyuan Zhu; Hao Lu; Weizhen Dang; Zitong Lin; Weifeng Zhang; Lingfeng Liu; Yuanyuan Gong; Chunzhi He; Xiaoyuan Hu; Yinben Xia; Xiang Li 0223; Zekun He; Yachen Wang; Xianneng Zou; Kun Yang; Gianni Antichi; Guihai Chen; Chen Tian 0001,SIGCOMM,2025
CEIO: A Cache-Efficient Network I/O Architecture for NIC-CPU Data Paths.,Bowen Liu 0002; Xinyang Huang; Qijing Li; Zhuobin Huang; Yijun Sun; Wenxue Li 0004; Junxue Zhang 0001; Ping Yin; Kai Chen 0005,SIGCOMM,2025
Enabling Over-the-Air AI for Edge Computing via Metasurface-Driven Physical Neural Networks.,Chao Feng 0004; Shuo Liang; Chenghui Li; Gaoteng Zhao; Beier Jing; Yaxiong Xie; Xiaojiang Chen,SIGCOMM,2025
NPC: Rethinking Dataplane through Network-aware Packet Classification.,Xinyi Zhang 0004; Qianrui Qiu; Zhiyuan Xu; Peng He 0003; Xilai Liu; Kavé Salamatian; Changhua Pei; Gaogang Xie,SIGCOMM,2025
HACK: Homomorphic Acceleration via Compression of the Key-Value Cache for Disaggregated LLM Inference.,Zeyu Zhang 0005; Haiying Shen; Shay Vargaftik; Ran Ben Basat; Michael Mitzenmacher; Minlan Yu,SIGCOMM,2025
Fornax: A Hardware-Centric Session Management in Large Public Cloud Network.,Heng Yu 0005; Jian Wang; Jian Zhao; Kai Ren; Guozhi Lin; Baozeng Zhang; Yunpeng Guan; Xin Li; Hao Yin; Jiajun Liang; Liang Wang; Chao Pei; Yachen Wang; Xin Jin 0008; Jilong Wang 0001; Congcong Miao,SIGCOMM,2025
Achieving High-Speed and Robust Encrypted Traffic Anomaly Detection with Programmable Switches.,Han Zhang 0009; Guyue Liu; Xingang Shi; Yahui Li; Dongbiao He; Jilong Wang 0001; Zhiliang Wang; Yongqing Zhu; Ke Ruan; Weihua Cao; Xia Yin 0001,SIGCOMM,2025
Harnessing WebRTC for Large-Scale Live Streaming.,Wei Zhang 0074; Tong Meng; Xianhua Zeng; Wei Yang; Changqing Yan; Chao Li; Chenguang Li; Feng Qian 0001; Junfeng Yang; Lei Zhang 0066; Zhi Wang 0001,SIGCOMM,2025
SaTE: Low-Latency Traffic Engineering for Satellite Networks.,Hao Wu 0097; Yizhan Han; Mohit Rajpal; Qizhen Zhang 0001; Jingxian Wang,SIGCOMM,2025
SkeletonHunter: Diagnosing and Localizing Network Failures in Containerized Large Model Training.,Wei Liu 0148; Kun Qian 0004; Zhenhua Li 0001; Tianyin Xu; Yunhao Liu 0001; Weicheng Wang; Yun Zhang; Jiakang Li; Shuhong Zhu; Xue Li 0024; Hongfei Xu; Fei Feng; Ennan Zhai,SIGCOMM,2025
Direct-to-Cell Satellite Network without Satellite Navigation.,Wei Liu 0192; Yuanjie Li; Jingyi Lan; Hewu Li; Yimei Chen; Lixin Liu; Jiabo Yang; Xi Long; Li Ouyang; Minghao Tang; Jianping Wu; Qian Wu 0001; Jun Liu 0063; Zeqi Lai,SIGCOMM,2025
Edge Caching as Differentiation.,Muhammad Abdullah; Mughees Ur Rehman; Pavlos Nikolopoulos; Katerina J. Argyraki,SIGCOMM,2025
Hattrick: Solving Multi-Class TE using Neural Models.,Abd AlRhman AlQiam; Zhuocong Li; Satyajeet Singh Ahuja; Zhaodong Wang; Ying Zhang 0022; Sanjay G. Rao; Bruno Ribeiro 0001; Mohit Tawarmalani,SIGCOMM,2025
Raha: A General Tool to Analyze WAN Degradation.,Behnaz Arzani; Sina Taheri; Pooria Namyar; Ryan Beckett; Siva Kesava Reddy Kakarla; Elnaz Jalilipour,SIGCOMM,2025
Mosaic: Breaking the Optics versus Copper Trade-off with a Wide-and-Slow Architecture and MicroLEDs.,Kaoutar Benyahya; Ariel Gomez Diaz; Junyi Liu; Vassily Lyutsarev; Marianna Pantouvaki; Kai Shi 0003; Shawn Yohanes Siew; Hitesh Ballani; Thomas Burridge; Daniel Cletheroe; Thomas Karagiannis; Brian Robertson; Antony I. T. Rowstron; Mengyang Yang; Paolo Costa,SIGCOMM,2025
SyCCL: Exploiting Symmetry for Efficient Collective Communication Scheduling.,Jiamin Cao; Shangfeng Shi; Jiaqi Gao; Weisen Liu; Yifan Yang 0009; Yichi Xu; Zhilong Zheng; Yu Guan 0005; Kun Qian 0004; Ying Liu 0024; Mingwei Xu 0001; Tianshu Wang; Ning Wang 0001; Jianbo Dong; Binzhang Fu; Dennis Cai; Ennan Zhai,SIGCOMM,2025
Reliable and Decentralized Certificate Revocation via DNS: The Case for RevDNS.,Taejoong Chung; Dave Levin; Protick Bhowmick,SIGCOMM,2025
DNSLogzip: A Novel Approach to Fast and High-Ratio Compression for DNS Logs.,Yunwei Dai; Guyue Liu; Tao Huang 0005; Shuo Wang 0006; Yong Wang; Xingli Wu; Lei Song; Heshun Li; Chuang Wang; Fanglong Hu; Hong Sun; Yanan Li,SIGCOMM,2025
Censys: A Map of Internet Hosts and Services.,Zakir Durumeric; Hudson Clark; Jeff Cody; Elliot Cubit; Matt Ellison; Liz Izhikevich; Ariana Mirian,SIGCOMM,2025
Wisely Optimizing Short Video Streaming for a User-Vendor Win-Win Outcome.,Jinlong E; Wei Xu; Jianfei Bi; Lin He 0004; Haoyang Li; Anqi Gu; Dan Yang; Yunpeng Chai,SIGCOMM,2025
RANBooster: Democratizing advanced cellular connectivity through fronthaul middleboxes.,Xenofon Foukas; Tenzin Samten Ukyab; Bozidar Radunovic; Sylvia Ratnasamy; Scott Shenker,SIGCOMM,2025
ParserHawk: Hardware-aware parser generator using program synthesis.,Xiangyu Gao; Jiaqi Gao; Karan Kumar G.; Muhammad Haseeb; Ennan Zhai; Bili Dong; Joseph Tassarotti; Srinivas Narayana; Anirudh Sivaraman,SIGCOMM,2025
Designing Transport-Level Encryption for Datacenter Networks.,Tianyi Gao; Xinshu Ma; Suhas Narreddy; Eugenio Luo; Steven W. D. Chien; Michio Honda,SIGCOMM,2025
ByteScale: Communication-Efficient Scaling of LLM Training with a 2048K Context Length on 16384 GPUs.,Hao Ge; Junda Feng; Qi Huang; Fangcheng Fu; Xiaonan Nie; Lei Zuo 0004; Haibin Lin; Bin Cui 0001; Xin Liu,SIGCOMM,2025
Low-Overhead Distributed Application Observation with DeepTrace: Achieving Accurate Tracing in Production Systems.,Yantao Geng; Han Zhang 0009; Zhiheng Wu; Yahui Li; Jilong Wang 0001; Xia Yin 0001,SIGCOMM,2025
Discovering Millions of New Nodes and Links in the Internet by Challenging the Uniformity Assumption in Multipath Detection.,Zhongxu Guan; Shuai Wang 0028; Li Chen 0008; Zhaoteng Yan; Jiaye Lin; Dan Li 0001; Yong Jiang 0001; Yingxin Wang; Ziqian Liu,SIGCOMM,2025
ByteTracker: An Agentless and Real-time Path-aware Network Probing System.,Shixian Guo; Kefei Liu 0004; Yulin Lai; Yangyang Bai; Ziwei Zhao; Songlin Liu; Jianghang Ning; Gen Li; Jianwei Hu; Yongbin Dong; Feng Luo; Sisi Wen; Qi Zhang; Yuan Chen; Jiale Feng; Yang Bai; Chengcai Yao; Zhe Liu; Xin Hu; Yang Lv; Zhuo Jiang; Jiao Zhang 0002; Tao Huang 0005,SIGCOMM,2025
Formalizing Dependence of Web Infrastructure.,Rumaisa Habib; Kimberly Ruth; Gautam Akiwate; Zakir Durumeric,SIGCOMM,2025
Network Support For Scalable And High Performance Cloud Exchanges.,Muhammad Haseeb; Jinkun Geng; Daniel Duclos-Cavalcanti; Xiyu Hao; Ulysses Butler; Radhika Mittal; Srinivas Narayana; Anirudh Sivaraman,SIGCOMM,2025
ACE: Sending Burstiness Control for High-Quality Real-time Communication.,Xiangjie Huang; Jiayang Xu; Haiping Wang 0002; Hebin Yu; Sandesh Dhawaskar Sathyanarayana; Shu Shi; Zili Meng,SIGCOMM,2025
Towards User-level QoE: Large-scale Practice in Personalized Optimization of Adaptive Video Streaming.,Lianchen Jia; Chao Zhou 0003; Chaoyang Li 0002; Jiangchuan Liu; Lifeng Sun,SIGCOMM,2025
Orderlock: A New Type of Deadlock and its Implications on High Performance Network Protocol Design.,Weihao Jiang; Wenli Xiao; Yuqing Yang; Peirui Cao; Shizhen Zhao,SIGCOMM,2025
AoRA: AI-on-RAN for Backhaul-free Edge Inference.,Siyavushkhon Kholmatov; Seongsik Cho; Kyunghan Lee; Song Chong,SIGCOMM,2025
LeoCC: Making Internet Congestion Control Robust to LEO Satellite Dynamics.,Zeqi Lai; Zonglun Li; Qian Wu 0001; Hewu Li; Jihao Li; Xin Xie; Yuanjie Li; Jun Liu 0063; Jianping Wu,SIGCOMM,2025
Carbon- and Precedence-Aware Scheduling for Data Processing Clusters.,Adam Lechowicz; Rohan Shenoy; Noman Bashir; Mohammad Hajiesmaili; Adam Wierman; Christina Delimitrou,SIGCOMM,2025
Software-based Live Migration for RDMA.,Xiaoyu Li; Ran Shu 0001; Yongqiang Xiong; Fengyuan Ren,SIGCOMM,2025
Small-scale LEO Satellite Networking for Global-scale Demands.,Yuanjie Li; Yimei Chen; Jiabo Yang; Jinyao Zhang; Bowen Sun; Lixin Liu; Hewu Li; Jianping Wu; Zeqi Lai; Qian Wu 0001; Jun Liu 0063,SIGCOMM,2025
Understanding and Profiling CXL.mem Using PathFinder.,Xiao Li; Zerui Guo; Yuebin Bai; Mahesh Ketkar; Hugh Wilkinson; Ming Liu 0027,SIGCOMM,2025
TLadder: QoE-Centric Video Ladder Optimization with Playback Feedback at Billion Scale.,Zhuqi Li; He Liu; Shenglan Huang; Baojin Geng; Jack Chen; Jialin Chen; Liyang Sun; Qianyun Ma; Peizhe Liu; Junjun Zhao; Yiting Liao; Jamie Chen; Qian Ma; Qiang Ma; Feng Qian 0001,SIGCOMM,2025
Revisiting RDMA Reliability for Lossy Fabrics.,Wenxue Li 0004; Xiangzhou Liu; Yunxuan Zhang; Zihao Wang; Wei Gu; Tao Qian; Gaoxiong Zeng; Shoushou Ren; Xinyang Huang; Zhenghang Ren; Bowen Liu 0002; Junxue Zhang 0001; Kai Chen 0005; Bingyang Liu,SIGCOMM,2025
CClinguist: An Expert-Free Framework for Future-Compatible Congestion Control Algorithm Identification.,Jiahui Li; Han Qi; Ruyi Yao; Jialin Wei; Ruoshi Sun; Zixuan Chen; Sen Liu 0002; Yang Xu 0010,SIGCOMM,2025
Nezha: SmartNIC-based Virtual Switch Load Sharing.,Xing Li 0007; Enge Song; Bowen Yang; Tian Pan 0001; Ye Yang; Qiang Fu 0011; Yang Song 0031; Yilong Lv; Zikang Chen; Jianyuan Lu; Shize Zhang; Xiaoqing Sun; Rong Wen; Xionglie Wei; Biao Lyu; Zhigang Zong; Qinming He; Shunmin Zhu,SIGCOMM,2025
MixNet: A Runtime Reconfigurable Optical-Electrical Fabric for Distributed Mixture-of-Experts Training.,Xudong Liao; Yijun Sun; Han Tian; Xinchen Wan; Yilun Jin; Zilong Wang 0007; Zhenghang Ren; Xinyang Huang; Wenxue Li 0004; Kin Fai Tse; Zhizhen Zhong; Guyue Liu; Ying Zhang 0022; Xiaofeng Ye; Yiming Zhang 0003; Kai Chen 0005,SIGCOMM,2025
Centralium: A Hybrid Route-Planning Framework for Large-Scale Data Center Network Migrations.,Yikai Lin; Mohab Gawish; Shih-Hao Tseng; Lixin Gao 0001; Cen Zhao; John Tracey; Sunyi Shao; Hyojeong Kim; Ying Zhang 0022,SIGCOMM,2025
ResCCL: Resource-Efficient Scheduling for Collective Communication.,Tongrui Liu; Chenyang Hei; Fuliang Li; Chengxi Gao; Jiamin Cao; Tianshu Wang; Ennan Zhai; Xingwei Wang 0001,SIGCOMM,2025
ByteDance Jakiro: Enabling RDMA and TCP over Virtual Private Cloud.,Yirui Liu; Lidong Jiang; Deguo Li; Daxiang Kang; Zhaoyang Wei; Yuqi Chai; Bin Niu; Ke Lin; Xiaoning Ding; Jianwen Pi; Hao Luo 0013,SIGCOMM,2025
Alibaba Stellar: A New Generation RDMA Network for Cloud AI.,Jie Lu; Jiaqi Gao; Fei Feng; Zhiqiang He; Menglei Zheng; Kun Liu; Jun He; Binbin Liao; Suwei Xu; Ke Sun; Yongjia Mo; Qinghua Peng; Jilie Luo; Qingxu Li; Gang Lu; Zishu Wang; Jianbo Dong; Kunling He; Sheng Cheng 0002; Jiamin Cao; Hairong Jiao; Pengcheng Zhang; Shu Ma; Lingjun Zhu; Chao Shi; Yangming Zhang; Yiquan Chen; Wei Wang 0030; Shuhong Zhu; Xingru Li; Qiang Wang 0022; Jiang Liu; Chao Wang; Wei Lin 0016; Ennan Zhai; Jiesheng Wu; Qiang Liu 0036; Binzhang Fu; Dennis Cai,SIGCOMM,2025
Albatross: A Containerized Cloud Gateway Platform with FPGA-accelerated Packet-level Load Balancing.,Jianyuan Lu; Shunmin Zhu; Jun Liang; Yuxiang Lin; Tian Pan 0001; Yisong Qiao; Yang Song 0031; Wenqiang Su; Yixin Xie; Yanqiang Li; Enge Song; Shize Zhang; Xiaoqing Sun; Rong Wen; Xionglie Wei; Biao Lyu; Xing Li 0007,SIGCOMM,2025
Lessons Learned from Operating a Large Network Telescope.,Alexander Männel 0002; Jonas Mücke; K. C. Claffy; Max Gao; Ricky K. P. Mok; Marcin Nawrocki; Thomas C. Schmidt; Matthias Wählisch,SIGCOMM,2025
Unlocking Superior Performance in Reconfigurable Data Center Networks with Credit-Based Transport.,Federico De Marchi 0002; Jialong Li 0006; Ying Zhang 0022; Wei Bai 0001; Yiting Xia,SIGCOMM,2025
PreTE: Traffic Engineering with Predictive Failures.,Congcong Miao; Zhizhen Zhong; Yiren Zhao; Arpit Gupta; Ying Zhang 0022; Sirui Li; Zekun He; Xianneng Zou; Jilong Wang 0001,SIGCOMM,2025
Scalable Video Conferencing Using SDN Principles.,Oliver Michel; Satadal Sengupta; Hyojoon Kim; Ravi Netravali; Jennifer Rexford,SIGCOMM,2025
ZENITH: Towards A Formally Verified Highly-Available Control Plane.,Pooria Namyar; Arvin Ghavidel; Mingyang Zhang 0005; Harsha V. Madhyastha; Srivatsan Ravi; Chao Wang 0001; Ramesh Govindan,SIGCOMM,2025
"Firefly: Scalable, Ultra-Accurate Clock Synchronization for Datacenters.",Pooria Namyar; Yuliang Li; Weitao Wang; Nandita Dukkipati; KK Yap; Junzhi Gong; Chen Chen; Peixuan Gao; Devdeep Ray; Gautam Kumar 0001; Yidan Ma; Ramesh Govindan; Amin Vahdat,SIGCOMM,2025
SpliDT: Partitioned Decision Trees for Scalable Stateful Inference at Line Rate.,Murayyiam Parvez; Annus Zulfiqar; Roman Beltiukov; Shir Landau Feibish; Walter Willinger; Arpit Gupta; Muhammad Shahbaz 0001,SIGCOMM,2025
Agua: A Concept-Based Explainer for Learning-Enabled Systems.,Sagar Patel; Dongsu Han; Nina Narodytska; Sangeetha Abdu Jyothi,SIGCOMM,2025
SGLB: Scalable and Robust Global Load Balancing in Commodity AI Clusters.,Chenchen Qi; Wenfei Wu; Yongcan Wang; Keqiang He; Yu-Hsiang Kao; Zongying He; Chen-Yu Yen; Zhuo Jiang; Feng Luo; Surendra Anubolu; Yanjin Gao; Bingfeng Lin; Wenda Ni; Yiming Yang; Donglin Wei; Boyang Zhou; Jian Wang; Shan Ding,SIGCOMM,2025
Palladium: A DPU-enabled Multi-Tenant Serverless Cloud over Zero-copy Multi-node RDMA Fabrics.,Shixiong Qi; Songyu Zhang; K. K. Ramakrishnan; Diman Zad Tootaghaj; Hardik Soni 0001; Puneet Sharma,SIGCOMM,2025
InfiniteHBD: Building Datacenter-Scale High-Bandwidth Domain for LLM with Optical Circuit Switching Transceivers.,Chenchen Shou; Guyue Liu; Hao Nie; Huaiyu Meng; Yu Zhou 0008; Yimin Jiang; Wenqing Lv; Yelong Xu; Yuanwei Lu; Zhang Chen; Yanbo Yu; Yichen Shen 0001; Yibo Zhu; Daxin Jiang,SIGCOMM,2025
"Falcon: A Reliable, Low Latency Hardware Transport.",Arjun Singhvi; Nandita Dukkipati; Prashant Chandra; Hassan M. G. Wassel; Naveen Kr. Sharma; Anthony Rebello; Henry Schuh; Praveen Kumar 0003; Behnam Montazeri; Neelesh Bansod; Sarin Thomas; Inho Cho; Hyojeong Lee Seibert; Baijun Wu; Rui Yang 0034; Yuliang Li; Kai Huang; Qianwen Yin; Abhishek Agarwal; Srinivas Vaduvatha; Weihuang Wang; Masoud Moshref; Tao Ji; David Wetherall; Amin Vahdat,SIGCOMM,2025
PtCAM: Scalable High-Speed Name Prefix Lookup using TCAM.,Tian Song; Tianlong Li; Yating Yang,SIGCOMM,2025
ZooRoute: Enhancing Cloud-Scale Network Reliability via Overlay Proactive Rerouting.,Xiaoqing Sun; Xionglie Wei; Xing Li 0007; Ju Zhang; Bowen Yang; Yi Wang 0004; Ye Yang; Yu Qi; Le Yu; Chenhao Jia; Zhanlong Zhang; Xinyu Chen; Jianyuan Lu; Shize Zhang; Enge Song; Yang Song 0031; Tian Pan 0001; Rong Wen; Biao Lyu; Yang Xu 0010; Shunmin Zhu,SIGCOMM,2025
DeepSpace: Super Resolution Powered Efficient and Reliable Satellite Image Data Acquistion.,Chuanhao Sun; Yu Zhang; Bill Tao; Deepak Vasisht; Mahesh K. Marina,SIGCOMM,2025
Inter-domain Routing with Extensible Criteria.,Seyedali Tabaeiaghdaei; Jelte van Bommel; Marc Wyss; João Luis Sobrinho; Giovanni Barbiero; Giacomo Giuliari; Ahad N. Zehmakan; Adrian Perrig,SIGCOMM,2025
Making Cellular Networks More Efficient By Roaming-in-Place.,Tenzin Samten Ukyab; Lisa Suzuki; Demetrius Davis; Zhihong Luo; Silvery Fu; Shaddi Hasan; Sylvia Ratnasamy; Scott Shenker,SIGCOMM,2025
Coflow Scheduling for LLM Training.,Xinchen Wan; Xinyu Yang; Kaiqiang Xu; Xudong Liao; Yilun Jin; Yijun Sun; Zhenghang Ren; Han Tian; Kai Chen 0005,SIGCOMM,2025
Hawkeye: Diagnosing RDMA Network Performance Anomalies with PFC Provenance.,Shicheng Wang; Menghao Zhang 0001; Xiao Li 0044; Qiyang Peng; Haoyuan Yu; Zhiliang Wang; Mingwei Xu 0001; Xiaohe Hu; Jiahai Yang 0001; Xingang Shi,SIGCOMM,2025
S2: A Distributed Configuration Verifier for Hyper-Scale Networks.,Dan Wang; Peng Zhang 0011; Wenbing Sun; Wenkai Li; Xing Feng; Hao Li 0011; Jiawei Chen; Weirong Jiang; Yongping Tang,SIGCOMM,2025
Acoustic Backscatter Network for Vehicle Body-in-White.,Weiguo Wang; Yuan He 0004; Yadong Xie; Chuyue Xie; Yi Kai; Chengchen Hu,SIGCOMM,2025
Mobile Underwater Backscatter Networking.,Purui Wang; Sayed Saad Afzal; Fadel Adib,SIGCOMM,2025
Intent-Driven Network Management with Multi-Agent LLMs: The Confucius Framework.,Zhaodong Wang; Samuel Lin; Guanqing Yan; Soudeh Ghorbani; Minlan Yu; Jiawei Zhou; Nathan Hu; Lopa Baruah; Sam Peters; Srikanth Kamath; Jerry Yang; Ying Zhang 0022,SIGCOMM,2025
Threading the Ocean: Mapping Digital Routes Across Submarine Cables using Calypso.,Caleb Wang; Ying Zhang; Qianli Dong; Esteban Carisimo; Ramakrishnan Durairajan; Fabián E. Bustamante,SIGCOMM,2025
Towards LLM-Based Failure Localization in Production-Scale Networks.,Chenxu Wang; Xumiao Zhang; Runwei Lu; Xianshang Lin; Xuan Zeng 0002; Xinlei Zhang; Zhe An; Gongwei Wu; Jiaqi Gao; Chen Tian 0001; Guihai Chen; Guyue Liu; Yuhong Liao; Tao Lin; Dennis Cai; Ennan Zhai,SIGCOMM,2025
Scaling SCIERA: A Journey Through the Deployment of a Next-generation Network.,François Wirz; Marten Gartner; Jelte van Bommel; Elham Ehsani Moghadam; Grace H. Cimaszewski; Anxiao He; Yizhe Zhang 0006; Henry Birge-Lee; Felix Kottmann; Cyrill Krähenbühl; Jonghoon Kwon; Kyveli Mavromati; Liang Wang 0054; Daniel Bertolo; Marco Canini; Bu-Seung Cho; Ronaldo A. Ferreira; Simon Peter Green; David Hausheer; Junbeom Hur; Xiaohua Jia; Heejo Lee; Prateek Mittal; Omo Oaiya; Chanjin Park; Adrian Perrig; Jerry Sobieski; Yixin Sun; Cong Wang 0001; Klaas Wierenga,SIGCOMM,2025
"Hummingbird: Fast, Flexible, and Fair Inter-Domain Bandwidth Reservations.",Karl Wüst; Giacomo Giuliari; Markus Legner; Jean-Pierre Smith; Marc Wyss; Jules Bachmann; Juan A. García-Pardo; Adrian Perrig,SIGCOMM,2025
From ATOP to ZCube: Automated Topology Optimization Pipeline and A Highly Cost-Effective Network Topology for Large Model Training.,Zihan Yan; Dan Li 0001; Li Chen 0008; Dian Xiong; Kaihui Gao; Yiwei Zhang; Rui Yan; Menglei Zhang; Bochun Zhang; Zhuo Jiang; Jianxi Ye; Haibin Lin,SIGCOMM,2025
SkyNet: Analyzing Alert Flooding from Severe Network Failures in Large Cloud Infrastructures.,Bo Yang; Huanwu Hu; Yifan Li; Yunguang Li; Xiangyu Tang; Bingchuan Tian; Gongwei Wu; Jianfeng Xu; Xumiao Zhang; Feng Chen; Cheng Wang; Ennan Zhai; Yuhong Liao; Dennis Cai; Tao Lin,SIGCOMM,2025
HardMesh: Enabling High-performance Service Mesh Ingress Processing with SmartNICs.,Myoungsung You; Jaehyun Nam; Minjae Seo; Taejune Park; Seungwon Shin 0001,SIGCOMM,2025
SCX: Stateless KV-Cache Encoding for Cloud-Scale Confidential Transformer Serving.,Mu Yuan; Lan Zhang 0002; Liekang Zeng; Siyang Jiang; Bufang Yang; Di Duan; Guoliang Xing,SIGCOMM,2025
NIER: Practical Neural-enhanced Low-bitrate Video Conferencing.,Anlan Zhang; Yuming Hu; Chendong Wang; Yu Liu 0096; Zejun Zhang 0002; Haoyu Gong; Ahmad Hassan 0004; Shichang Xu; Zhenhua Li 0001; Bo Han 0001; Feng Qian 0001,SIGCOMM,2025
Towards Next-Generation Global IoT: Empowering Massive Connectivity with Harmonious Multi-Network Coexistence.,Ziyue Zhang; Xianjin Xia; Ruonan Li; Yuanqing Zheng,SIGCOMM,2025
Pegasus: A Universal Framework for Scalable Deep Learning Inference on the Dataplane.,Yinchao Zhang; Su Yao; Yong Feng; Kang Chen; Tong Li 0014; Zhuotao Liu; Yi Zhao 0011; Lexuan Zhang; Xiangyu Gao; Feng Xiong; Qi Li 0002; Ke Xu 0002,SIGCOMM,2025
DistTrain: Addressing Model and Data Heterogeneity with Disaggregated Training for Multimodal Large Language Models.,Zili Zhang; Yinmin Zhong; Yimin Jiang; Hanpeng Hu; Jianjian Sun; Zheng Ge; Yibo Zhu; Daxin Jiang; Xin Jin 0008,SIGCOMM,2025
The Sweet Danger of Sugar: Debunking Representation Learning for Encrypted Traffic Classification.,Yuqi Zhao; Giovanni Dettori; Matteo Boffa; Luca Vassio; Marco Mellia,SIGCOMM,2025
StarCDN: Moving Content Delivery Networks to Space.,William X. Zheng; Aryan Taneja; Maleeha Masood; Anirudh Sabnis; Ramesh K. Sitaraman; Deepak Vasisht,SIGCOMM,2025
MegaScale-Infer: Efficient Mixture-of-Experts Model Serving with Disaggregated Expert Parallelism.,Ruidong Zhu; Ziheng Jiang; Chao Jin; Peng Wu; Cesar A. Stuardo; Dongyang Wang; Xinlei Zhang; Huaping Zhou; Haoran Wei; Yang Cheng; Jianzhe Xiao; Xinyi Zhang; Lingjun Liu; Haibin Lin; Li-Wen Chang; Jianxi Ye; Xiao Yu; Xuanzhe Liu; Xin Jin 0008; Xin Liu 0086,SIGCOMM,2025
"Proceedings of the ACM SIGCOMM 2025 Conference, SIGCOMM 2025, São Francisco Convent, Coimbra, Portugal, September 8-11, 2025",Marília Curado; Christian Esteve Rothenberg; George Porter; Srikanth Kandula,SIGCOMM,2025
R-Pingmesh: A Service-Aware RoCE Network Monitoring and Diagnostic System.,Kefei Liu 0004; Zhuo Jiang; Jiao Zhang 0002; Shixian Guo; Xuan Zhang; Yangyang Bai; Yongbin Dong; Feng Luo; Zhang Zhang 0003; Lei Wang; Xiang Shi; Haohan Xu; Yang Bai; Dongyang Song; Haoran Wei; Bo Li; Yongchen Pan; Tian Pan 0001; Tao Huang 0005,SIGCOMM,2024
NegotiaToR: Towards A Simple Yet Effective On-demand Reconfigurable Datacenter Network.,Cong Liang 0005; Xiangli Song; Jing Cheng; Mowei Wang; Yashe Liu; Zhenhua Liu 0008; Shizhen Zhao; Yong Cui 0001,SIGCOMM,2024
"Fast, Scalable, and Accurate Rate Limiter for RDMA NICs.",Zilong Wang 0007; Xinchen Wan; Luyang Li; Yijun Sun; Peng Xie; Xin Wei; Qingsong Ning; Junxue Zhang 0001; Kai Chen 0005,SIGCOMM,2024
